id,transaction_date,type,category_id,contact_id,property_id,event_id,egg_sale_id,inventory_movement_id,description,amount,payment_method,reference_number,notes,created_at,etims_invoice_id
581,2024-10-12,income,2,37,,16,,,Event balance — Corporate Retreat,32500,Bank Transfer,BT6842568,Balance payment on event day,2024-10-12T09:26:00,143
582,2024-10-12,expense,6,4,,16,,,Casual security — event day,1500,M-Pesa,SO188KNEXJ,,2024-10-12T12:08:00,
583,2024-10-12,expense,10,13,,16,,,Casual labour — event setup & assistance,1500,M-Pesa,SDLNK7VLMJ,,2024-10-12T14:54:00,
584,2024-10-13,income,2,38,,17,,,Event deposit — Garden Party (2024-10-26),27500,Bank Transfer,BT1733810,50% deposit received,2024-10-13T10:54:00,145
585,2024-10-13,expense,7,7,,16,,,Casual cleaning — post-event cleanup,1500,M-Pesa,SDSU0BH7I1,,2024-10-13T16:21:00,
586,2024-10-14,expense,18,30,,16,,,Agent commission — Corporate Retreat (2024-10-12),6500,M-Pesa,S5U0KI3UZV,10% commission on hire fee,2024-10-14T14:08:00,
587,2024-10-14,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,SJYJ1QLBUR,Day hire guard,2024-10-14T15:03:00,
588,2024-10-15,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,SCE7AMRM3G,Weekly clean,2024-10-15T09:00:00,
589,2024-10-15,expense,19,15,,,,,"Kitchen provisions — tea, sugar, cooking oil, water",4000,Cash,,,2024-10-15T09:41:00,
590,2024-10-15,expense,14,43,,,,,Kenya Power — electricity bill 2024-10,5976,M-Pesa,SY6THZI7GA,,2024-10-15T11:32:00,
591,2024-10-15,income,4,39,5,,71,,Egg sales — 1 trays,345,M-Pesa,SPFEQC1J9P,,2024-10-15T15:38:00,146
592,2024-10-16,expense,13,44,,,,,Nairobi Water — water bill 2024-10,4057,M-Pesa,S6GQHSTWGB,,2024-10-16T10:01:00,
593,2024-10-16,expense,8,10,,,,,Tap washer replacement,4000,M-Pesa,SUYHAUQLOM,Day hire fundi,2024-10-16T15:15:00,
594,2024-10-18,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SLWN8QEVO3,Day hire guard,2024-10-18T11:16:00,
595,2024-10-18,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,SV0IKMHNO5,Weekly clean,2024-10-18T11:26:00,
596,2024-10-19,income,3,34,1,,,,Wellness service — meditation class,10000,M-Pesa,SDL8REKY8G,,2024-10-19T13:22:00,148
597,2024-10-19,expense,11,14,5,,,,Chicken feed — layers mash (250kg),15304,M-Pesa,S7JMJGC0QC,Biweekly feed purchase,2024-10-19T14:37:00,
598,2024-10-19,income,2,39,,18,,,Event deposit — Wedding (2024-11-02),60000,M-Pesa,SF66QKZYN1,50% deposit received,2024-10-19T15:53:00,149
599,2024-10-20,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SQ9BWJ9GHT,Day hire guard,2024-10-20T14:08:00,
600,2024-10-20,expense,19,15,,,,,"Kitchen provisions — tea, sugar, cooking oil, water",3500,Cash,,,2024-10-20T17:39:00,
601,2024-10-22,income,4,41,5,,72,,Egg sales — 6 trays,2070,M-Pesa,SCLBGNAN01,,2024-10-22T16:27:00,150
602,2024-10-23,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,ST5AJIJOWP,Weekly clean,2024-10-23T13:13:00,
603,2024-10-24,expense,21,,,17,,,"Event supplies — Garden Party (flowers, decor, consumables)",7310,M-Pesa,SJHQ8DVV3T,,2024-10-24T12:37:00,
604,2024-10-24,expense,6,5,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-10-24T14:14:00,
605,2024-10-25,expense,7,8,,17,,,Casual cleaning — pre-event deep clean,1500,M-Pesa,SR4BNZKY3W,,2024-10-25T11:45:00,
606,2024-10-25,expense,6,5,,17,,,Casual security — event eve setup watch,1500,Cash,,,2024-10-25T11:54:00,
607,2024-10-25,expense,9,11,,17,,,Casual transport — event equipment/supply delivery,1500,M-Pesa,SQI67NHU0U,,2024-10-25T16:19:00,
608,2024-10-25,expense,10,13,,17,,,Casual labour — event setup,1500,M-Pesa,SR90ZQOWVZ,"Setting up chairs, tables, decor",2024-10-25T17:25:00,
609,2024-10-25,savings,28,1,,,,,Savings — Large Events Tent Fund set-aside (2024-10),25000,Bank Transfer,BT9955869,Monthly contribution to tent fund,2024-10-25T17:50:00,
610,2024-10-26,expense,10,13,,17,,,Casual labour — event day assistance,1500,M-Pesa,ST00PVL4EU,"Serving, logistics, teardown",2024-10-26T08:41:00,
611,2024-10-26,expense,6,6,,17,,,Casual security — event day,1500,Cash,,,2024-10-26T13:05:00,
612,2024-10-26,income,2,38,,17,,,Event balance — Garden Party,27500,Bank Transfer,BT4522393,Balance payment on event day,2024-10-26T15:11:00,151
613,2024-10-27,expense,7,7,,17,,,Casual cleaning — post-event cleanup,1500,M-Pesa,SMSCHDJ92V,,2024-10-27T12:19:00,
614,2024-10-27,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SQA2DFN8Z8,Day hire guard,2024-10-27T15:00:00,
615,2024-10-28,expense,5,3,4,,,,Salary — Ogola Muriuki (Groundskeeper) — 2024-10,12000,Bank Transfer,BT3032569,Part-time monthly pay,2024-10-28T09:03:00,
616,2024-10-28,expense,15,3,4,,,,Hedge trimming,5000,M-Pesa,SHVSM99O5A,Groundskeeper + occasional casual help,2024-10-28T14:50:00,
617,2024-10-28,expense,5,2,2,,,,Salary — Njoki Gachanja (Manager) — 2024-10,35000,Bank Transfer,BT7679200,Monthly salary,2024-10-28T14:51:00,
618,2024-10-28,expense,15,3,4,,,,Flower bed maintenance,3000,Cash,,Groundskeeper + occasional casual help,2024-10-28T15:18:00,
619,2024-10-29,income,2,40,,19,,,Event deposit — Baby Shower (2024-11-09),14000,Bank Transfer,BT9404018,50% deposit received,2024-10-29T08:39:00,152
620,2024-10-29,income,4,40,5,,73,,Egg sales — 2 trays,710,M-Pesa,SKLB9JBMZT,,2024-10-29T14:40:00,153
621,2024-10-29,expense,19,17,,,,,"Cleaning supplies — detergent, bleach, floor polish",4000,M-Pesa,S4FL9Q1U5E,,2024-10-29T15:05:00,
622,2024-10-29,expense,6,6,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-10-29T16:27:00,
623,2024-10-30,expense,22,17,,,,151,Inventory restock — Spray Bottles,600,Cash,,Replacing broken/worn stock,2024-10-30T09:35:00,
624,2024-10-30,expense,22,17,,,,152,Inventory restock — Rubber Gloves,960,Cash,,Replacing broken/worn stock,2024-10-30T15:03:00,
625,2024-10-30,expense,22,15,,,,153,Inventory restock — Serving Dishes (Large),1600,Cash,,Replacing broken/worn stock,2024-10-30T15:45:00,
626,2024-11-01,expense,20,,,,,,Dog food — Simba & Zuri (monthly),3000,M-Pesa,SF5VC1XZ6S,,2024-11-01T08:17:00,
627,2024-11-01,expense,7,7,,18,,,Casual cleaning — pre-event deep clean,1500,M-Pesa,S6W2DHWF60,,2024-11-01T08:22:00,
628,2024-11-01,expense,9,11,,18,,,Casual transport — event equipment/supply delivery,1500,M-Pesa,S71UB04DX6,,2024-11-01T08:43:00,
629,2024-11-01,expense,10,12,,18,,,Casual labour — event setup,1500,M-Pesa,S319JYBWLC,"Setting up chairs, tables, decor",2024-11-01T10:25:00,
630,2024-11-01,expense,6,5,,18,,,Casual security — event eve setup watch,1500,M-Pesa,SO60E3R4U0,,2024-11-01T11:47:00,
631,2024-11-01,expense,10,13,,18,,,Casual labour — event setup,1500,M-Pesa,SMO6AWVU67,"Setting up chairs, tables, decor",2024-11-01T12:27:00,
632,2024-11-01,expense,21,,,18,,,"Event supplies — Wedding (flowers, decor, consumables)",7879,M-Pesa,SXI3M7XSIW,,2024-11-01T12:48:00,
633,2024-11-01,income,4,42,5,,74,,Egg sales — 6 trays,2160,M-Pesa,SZRLMYXWVN,,2024-11-01T16:03:00,154
634,2024-11-02,expense,6,5,,18,,,Casual security — event day,1500,Cash,,,2024-11-02T08:24:00,
635,2024-11-02,income,2,39,,18,,,Event balance — Wedding,60000,M-Pesa,SWIA5RAXR9,Balance payment on event day,2024-11-02T10:25:00,155
636,2024-11-02,expense,10,13,,18,,,Casual labour — event day assistance,1500,M-Pesa,SFHZI468H3,"Serving, logistics, teardown",2024-11-02T11:11:00,
637,2024-11-02,expense,6,5,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-11-02T12:23:00,
638,2024-11-02,expense,10,13,,18,,,Casual labour — event day assistance,1500,M-Pesa,SRWGJJGJ6G,"Serving, logistics, teardown",2024-11-02T16:49:00,
639,2024-11-03,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-11-03T08:38:00,
640,2024-11-03,expense,7,8,,18,,,Casual cleaning — post-event cleanup,1500,Cash,,,2024-11-03T09:28:00,
641,2024-11-04,expense,19,19,,,,,"Kitchen provisions — tea, sugar, cooking oil, water",2500,M-Pesa,S1KGUZK481,,2024-11-04T13:03:00,
642,2024-11-04,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,SSR35TMLA5,Day hire guard,2024-11-04T17:35:00,
643,2024-11-05,expense,18,27,,18,,,Agent commission — Wedding (2024-11-02),12000,M-Pesa,SBB9NYABJA,10% commission on hire fee,2024-11-05T14:14:00,
644,2024-11-05,income,4,40,5,,75,,Egg sales — 2 trays,720,M-Pesa,S5HOWIQDQ9,,2024-11-05T16:17:00,159
645,2024-11-05,expense,11,14,5,,,,Chicken feed — layers mash (250kg),17471,M-Pesa,SGSTXM0MF4,Biweekly feed purchase,2024-11-05T16:54:00,
646,2024-11-06,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-11-06T09:30:00,
647,2024-11-07,expense,21,,,19,,,"Event supplies — Baby Shower (flowers, decor, consumables)",3921,M-Pesa,S572IKOLWF,,2024-11-07T12:01:00,
648,2024-11-08,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,S8VXWL5DDF,Day hire guard,2024-11-08T09:07:00,
649,2024-11-08,income,4,42,5,,76,,Egg sales — 8 trays,2960,Cash,,,2024-11-08T09:44:00,161
650,2024-11-08,expense,6,6,,19,,,Casual security — event eve setup watch,1500,M-Pesa,S8NRR1LW85,,2024-11-08T09:58:00,
651,2024-11-08,expense,7,8,,19,,,Casual cleaning — pre-event deep clean,1500,M-Pesa,S52KHT1H7G,,2024-11-08T15:35:00,
652,2024-11-09,income,2,40,,19,,,Event balance — Baby Shower,14000,M-Pesa,SY4SR6HL1J,Balance payment on event day,2024-11-09T09:18:00,162
653,2024-11-09,expense,6,5,,19,,,Casual security — event day,1500,M-Pesa,SV1TWH48J5,,2024-11-09T14:40:00,
654,2024-11-09,expense,10,13,,19,,,Casual labour — event setup & assistance,1500,Cash,,,2024-11-09T16:47:00,
655,2024-11-10,expense,6,5,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-11-10T15:30:00,
656,2024-11-10,expense,7,7,,19,,,Casual cleaning — post-event cleanup,1500,Cash,,,2024-11-10T17:50:00,
657,2024-11-11,expense,22,15,,,,156,Inventory restock — Serving Dishes (Large),5600,Cash,,Replacing broken/worn stock,2024-11-11T11:07:00,
658,2024-11-11,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-11-11T14:43:00,
659,2024-11-11,expense,22,22,,,,158,Inventory restock — Cloth Napkins (White),400,M-Pesa,SGVEVL4FTY,Replacing broken/worn stock,2024-11-11T15:47:00,
660,2024-11-11,expense,22,15,,,,157,Inventory restock — Serving Dishes (Large),1600,Cash,,Replacing broken/worn stock,2024-11-11T15:48:00,
661,2024-11-12,income,4,42,5,,77,,Egg sales — 6 trays,2220,M-Pesa,S77EE5FXU5,,2024-11-12T13:00:00,164
662,2024-11-12,expense,9,11,,,,,Transport — feed delivery from supplier,1500,Cash,,,2024-11-12T14:01:00,
663,2024-11-14,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-11-14T12:51:00,
664,2024-11-14,expense,15,3,4,,,,Flower bed maintenance,2000,M-Pesa,SF1FAGHCXE,Groundskeeper + occasional casual help,2024-11-14T14:41:00,
665,2024-11-14,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,S8RZZPJGPX,Day hire guard,2024-11-14T16:33:00,
666,2024-11-15,expense,14,43,,,,,Kenya Power — electricity bill 2024-11,8308,M-Pesa,S3ZFHK9MLB,,2024-11-15T13:26:00,
667,2024-11-15,income,4,41,5,,78,,Egg sales — 5 trays,1875,Cash,,,2024-11-15T17:01:00,166
668,2024-11-16,income,3,37,1,,,,Wellness service — wellness consultation,12000,M-Pesa,SI6I7BUKVH,,2024-11-16T10:23:00,167
669,2024-11-16,expense,13,44,,,,,Nairobi Water — water bill 2024-11,4551,M-Pesa,SK7DDL55IO,,2024-11-16T14:42:00,
670,2024-11-16,income,2,42,,20,,,Event deposit — Wedding (2024-11-23),70000,M-Pesa,SK9GGTF2EQ,50% deposit received,2024-11-16T14:44:00,168
671,2024-11-16,expense,6,6,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-11-16T14:59:00,
672,2024-11-18,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,STJ82C2F9O,Day hire guard,2024-11-18T09:29:00,
673,2024-11-18,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,SUPCEXBZKW,Weekly clean,2024-11-18T13:22:00,
674,2024-11-19,income,4,39,5,,79,,Egg sales — 1 trays,370,M-Pesa,S93SVNYGR5,,2024-11-19T08:18:00,170
675,2024-11-19,expense,12,23,5,,,,Poultry vaccination — flock,8000,M-Pesa,SLE7M8OM4U,Dr. Odhiambo,2024-11-19T12:47:00,
676,2024-11-19,expense,11,14,5,,,,Chicken feed — layers mash (250kg),13994,M-Pesa,SEZQPXBO4E,Biweekly feed purchase,2024-11-19T15:32:00,
677,2024-11-20,expense,8,9,,,,,Door hinge replacement,2000,Cash,,Day hire fundi,2024-11-20T16:09:00,
678,2024-11-21,expense,17,24,,,,,Accountant — quarterly books review,12000,M-Pesa,SQ5TB6FN5A,Veronica Njagi,2024-11-21T09:29:00,
679,2024-11-22,expense,21,,,20,,,"Event supplies — Wedding (flowers, decor, consumables)",18417,M-Pesa,SPPNK86JB8,,2024-11-22T09:50:00,
680,2024-11-22,expense,15,3,4,,,,Garden weeding and mulching,4000,M-Pesa,SNT1DFMPC8,Groundskeeper + occasional casual help,2024-11-22T10:11:00,
681,2024-11-22,expense,10,12,,20,,,Casual labour — event setup,1500,M-Pesa,SJVH4HQB6W,"Setting up chairs, tables, decor",2024-11-22T10:37:00,
682,2024-11-22,expense,9,11,,20,,,Casual transport — event equipment/supply delivery,1500,M-Pesa,S96MO92RGS,,2024-11-22T10:52:00,
683,2024-11-22,income,4,39,5,,80,,Egg sales — 1 trays,365,M-Pesa,SLM3RLAM42,,2024-11-22T12:57:00,172
684,2024-11-22,expense,6,5,,20,,,Casual security — event eve setup watch,1500,M-Pesa,SEM3HEGAI0,,2024-11-22T13:27:00,
685,2024-11-22,expense,10,12,,20,,,Casual labour — event setup,1500,M-Pesa,SN9JHELMWE,"Setting up chairs, tables, decor",2024-11-22T13:49:00,
686,2024-11-22,expense,6,5,,,,,Casual security — routine property watch,1500,M-Pesa,SKB3D6LJXF,Day hire guard,2024-11-22T15:17:00,
687,2024-11-22,expense,7,8,,20,,,Casual cleaning — pre-event deep clean,1500,Cash,,,2024-11-22T17:02:00,
688,2024-11-23,expense,10,12,,20,,,Casual labour — event day assistance,1500,M-Pesa,S6E85C2FGY,"Serving, logistics, teardown",2024-11-23T08:52:00,
689,2024-11-23,income,2,42,,20,,,Event balance — Wedding,70000,Bank Transfer,BT3413504,Balance payment on event day,2024-11-23T09:12:00,173
690,2024-11-23,expense,26,,,,,,Batteries and small items,1500,M-Pesa,SN160RSCT8,,2024-11-23T10:27:00,
691,2024-11-23,expense,6,4,,20,,,Casual security — event day,1500,M-Pesa,SUHTC10DHN,,2024-11-23T10:58:00,
692,2024-11-23,expense,10,13,,20,,,Casual labour — event day assistance,1500,M-Pesa,SQQ4PQG87T,"Serving, logistics, teardown",2024-11-23T11:05:00,
693,2024-11-23,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,SCNVYHMA0D,Weekly clean,2024-11-23T14:50:00,
694,2024-11-24,expense,18,28,,20,,,Agent commission — Wedding (2024-11-23),14000,M-Pesa,SCR3LE0HCN,10% commission on hire fee,2024-11-24T08:22:00,
695,2024-11-24,expense,19,15,,,,,"Cleaning supplies — detergent, bleach, floor polish",4000,Cash,,,2024-11-24T09:35:00,
696,2024-11-24,income,2,33,,21,,,Event deposit — Wedding (2024-12-07),57500,M-Pesa,SRZUE50044,50% deposit received,2024-11-24T13:00:00,177
697,2024-11-24,expense,7,8,,20,,,Casual cleaning — post-event cleanup,1500,Cash,,,2024-11-24T14:10:00,
698,2024-11-25,savings,28,1,,,,,Savings — Large Events Tent Fund set-aside (2024-11),20000,Bank Transfer,BT9278619,Monthly contribution to tent fund,2024-11-25T09:50:00,
699,2024-11-25,expense,6,6,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-11-25T11:51:00,
700,2024-11-25,expense,15,3,4,,,,Hedge trimming,3000,M-Pesa,S03CDFVRF7,Groundskeeper + occasional casual help,2024-11-25T14:39:00,
701,2024-11-25,expense,22,17,,,,164,Inventory restock — Brooms,1000,Cash,,Replacing broken/worn stock,2024-11-25T16:01:00,
702,2024-11-25,expense,22,15,,,,165,Inventory restock — Dinner Plates,500,M-Pesa,S0Y389Q89H,Replacing broken/worn stock,2024-11-25T16:34:00,
703,2024-11-26,income,4,41,5,,81,,Egg sales — 4 trays,1480,M-Pesa,SOZSGEQOU9,,2024-11-26T11:12:00,178
704,2024-11-26,savings,27,1,,,,,Savings — Generator Fund set-aside (2024-11),18000,Bank Transfer,BT1100283,Monthly contribution to generator fund,2024-11-26T14:40:00,
705,2024-11-28,expense,5,3,4,,,,Salary — Ogola Muriuki (Groundskeeper) — 2024-11,12000,Bank Transfer,BT6462166,Part-time monthly pay,2024-11-28T08:52:00,
706,2024-11-28,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,S9F2VIL3SH,Day hire guard,2024-11-28T12:16:00,
707,2024-11-28,expense,15,3,4,,,,Flower bed maintenance,5000,Cash,,Groundskeeper + occasional casual help,2024-11-28T14:50:00,
708,2024-11-28,expense,5,2,2,,,,Salary — Njoki Gachanja (Manager) — 2024-11,35000,Bank Transfer,BT2121642,Monthly salary,2024-11-28T15:31:00,
709,2024-11-29,income,4,39,5,,82,,Egg sales — 3 trays,1095,M-Pesa,SCZTJGL5TV,,2024-11-29T15:30:00,179
710,2024-12-01,expense,15,3,4,,,,Flower bed maintenance,5000,M-Pesa,SSMK08AXP2,Groundskeeper + occasional casual help,2024-12-01T09:22:00,
711,2024-12-02,expense,6,4,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-12-02T16:30:00,
712,2024-12-02,income,2,35,,22,,,Event deposit — Garden Party (2024-12-14),30000,Bank Transfer,BT5585291,50% deposit received,2024-12-02T17:45:00,180
713,2024-12-03,income,4,40,5,,83,,Egg sales — 2 trays,750,M-Pesa,SGP77GI828,,2024-12-03T08:19:00,181
714,2024-12-03,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,S3RF2HQES9,Weekly clean,2024-12-03T15:49:00,
715,2024-12-05,expense,22,15,,,,170,Inventory restock — Drinking Glasses,720,M-Pesa,SWZ6H3B956,Replacing broken/worn stock,2024-12-05T08:13:00,
716,2024-12-05,expense,21,,,21,,,"Event supplies — Wedding (flowers, decor, consumables)",12256,Cash,,,2024-12-05T08:26:00,
717,2024-12-05,expense,9,11,,,,,Transport — supply run to town,1500,Cash,,,2024-12-05T11:36:00,
718,2024-12-05,expense,22,15,,,,168,Inventory restock — Soup Bowls,600,Cash,,Replacing broken/worn stock,2024-12-05T13:34:00,
719,2024-12-05,expense,11,14,5,,,,Chicken feed — layers mash (250kg),17456,M-Pesa,SIHUNGGY47,Biweekly feed purchase,2024-12-05T13:54:00,
720,2024-12-05,expense,22,15,,,,169,Inventory restock — Side Plates,1080,M-Pesa,SFTSQTR24G,Replacing broken/worn stock,2024-12-05T14:01:00,
721,2024-12-06,income,4,40,5,,84,,Egg sales — 1 trays,360,Cash,,,2024-12-06T08:59:00,183
722,2024-12-06,expense,7,7,,,,,Casual cleaning — routine housekeeping,1500,M-Pesa,S8HOLA2W9U,Weekly clean,2024-12-06T10:42:00,
723,2024-12-06,expense,10,12,,21,,,Casual labour — event setup,1500,M-Pesa,S5SKKTR199,"Setting up chairs, tables, decor",2024-12-06T11:16:00,
724,2024-12-06,expense,7,8,,21,,,Casual cleaning — pre-event deep clean,1500,Cash,,,2024-12-06T11:59:00,
725,2024-12-06,expense,10,12,,21,,,Casual labour — event setup,1500,M-Pesa,SGTLM5F7FW,"Setting up chairs, tables, decor",2024-12-06T13:25:00,
726,2024-12-06,expense,9,11,,21,,,Casual transport — event equipment/supply delivery,1500,M-Pesa,S25PM9OMDP,,2024-12-06T15:27:00,
727,2024-12-06,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,SP2ZZOGZTT,Day hire guard,2024-12-06T15:58:00,
728,2024-12-06,expense,6,6,,21,,,Casual security — event eve setup watch,1500,Cash,,,2024-12-06T17:44:00,
729,2024-12-07,income,2,33,,21,,,Event balance — Wedding,57500,Bank Transfer,BT7387816,Balance payment on event day,2024-12-07T11:01:00,184
730,2024-12-07,expense,10,13,,21,,,Casual labour — event day assistance,1500,M-Pesa,SHH3YBKPR3,"Serving, logistics, teardown",2024-12-07T11:40:00,
731,2024-12-07,expense,10,12,,21,,,Casual labour — event day assistance,1500,M-Pesa,SUJW4NH7VY,"Serving, logistics, teardown",2024-12-07T14:33:00,
732,2024-12-07,expense,6,6,,21,,,Casual security — event day,1500,Cash,,,2024-12-07T17:04:00,
733,2024-12-07,income,3,40,1,,,,Wellness service — meditation class,12000,M-Pesa,SE23LDUSW9,,2024-12-07T17:36:00,185
734,2024-12-08,expense,7,7,,21,,,Casual cleaning — post-event cleanup,1500,Cash,,,2024-12-08T10:08:00,
735,2024-12-08,expense,18,29,,21,,,Agent commission — Wedding (2024-12-07),11500,M-Pesa,S8EARN3SAV,10% commission on hire fee,2024-12-08T10:09:00,
736,2024-12-08,expense,15,3,4,,,,Garden weeding and mulching,5000,M-Pesa,SN28EW40IE,Groundskeeper + occasional casual help,2024-12-08T10:20:00,
737,2024-12-10,expense,20,,,,,,Dog food — Simba & Zuri (monthly),4000,M-Pesa,SZ8CSCIH6C,,2024-12-10T12:06:00,
738,2024-12-10,expense,6,5,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-12-10T12:19:00,
739,2024-12-11,expense,21,,,22,,,"Event supplies — Garden Party (flowers, decor, consumables)",5326,Cash,,,2024-12-11T09:22:00,
740,2024-12-11,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-12-11T17:15:00,
741,2024-12-12,expense,26,,,,,,Airtime and data bundles,800,M-Pesa,SCDZO2MRYQ,,2024-12-12T09:20:00,
742,2024-12-13,expense,10,13,,22,,,Casual labour — event setup,1500,Cash,,"Setting up chairs, tables, decor",2024-12-13T08:06:00,
743,2024-12-13,expense,6,4,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-12-13T08:43:00,
744,2024-12-13,expense,6,5,,22,,,Casual security — event eve setup watch,1500,Cash,,,2024-12-13T11:27:00,
745,2024-12-13,income,4,40,5,,85,,Egg sales — 3 trays,1095,M-Pesa,STI2BHBEZ9,,2024-12-13T13:14:00,187
746,2024-12-13,expense,19,19,,,,,"General provisions — toilet paper, bin bags, soap",3500,M-Pesa,SSL681CQX6,,2024-12-13T14:38:00,
747,2024-12-13,expense,7,7,,22,,,Casual cleaning — pre-event deep clean,1500,M-Pesa,SOBY1UIX0H,,2024-12-13T16:30:00,
748,2024-12-13,expense,9,11,,22,,,Casual transport — event equipment/supply delivery,1500,M-Pesa,SX13V4X48X,,2024-12-13T16:41:00,
749,2024-12-14,income,2,35,,22,,,Event balance — Garden Party,30000,M-Pesa,SO8DRF8PR3,Balance payment on event day,2024-12-14T08:39:00,188
750,2024-12-14,expense,6,5,,22,,,Casual security — event day,1500,M-Pesa,SQG4KRDK9S,,2024-12-14T11:12:00,
751,2024-12-14,expense,10,13,,22,,,Casual labour — event day assistance,1500,Cash,,"Serving, logistics, teardown",2024-12-14T12:23:00,
752,2024-12-14,income,2,41,,23,,,Event deposit — Birthday Party (2024-12-21),25000,M-Pesa,S324F3T9UW,50% deposit received,2024-12-14T15:21:00,189
753,2024-12-15,expense,14,43,,,,,Kenya Power — electricity bill 2024-12,5176,M-Pesa,SPSA79DSM6,,2024-12-15T11:54:00,
754,2024-12-15,expense,7,7,,22,,,Casual cleaning — post-event cleanup,1500,M-Pesa,S93V1VTETE,,2024-12-15T17:34:00,
755,2024-12-16,expense,7,8,,,,,Casual cleaning — routine housekeeping,1500,Cash,,Weekly clean,2024-12-16T08:55:00,
756,2024-12-16,expense,13,44,,,,,Nairobi Water — water bill 2024-12,3336,M-Pesa,SZU0PO2P9D,,2024-12-16T08:57:00,
757,2024-12-16,expense,6,4,,,,,Casual security — routine property watch,1500,Cash,,Day hire guard,2024-12-16T15:14:00,
758,2024-12-17,income,4,39,5,,86,,Egg sales — 1 trays,375,M-Pesa,SBK1G0BDPC,,2024-12-17T16:08:00,190
759,2024-12-18,expense,22,15,,,,176,Inventory restock — Side Plates,900,Cash,,Replacing broken/worn stock,2024-12-18T10:14:00,
760,2024-12-18,expense,22,17,,,,173,Inventory restock — Mops (Cotton),2800,M-Pesa,SI3QBP5EY0,Replacing broken/worn stock,2024-12-18T11:19:00,
761,2024-12-18,expense,22,18,,,,175,Inventory restock — Flower Vases (Glass),2100,M-Pesa,SEPXIO5NPD,Replacing broken/worn stock,2024-12-18T12:15:00,
762,2024-12-18,expense,22,17,,,,174,Inventory restock — Brooms,2000,M-Pesa,SHJLJQ719Q,Replacing broken/worn stock,2024-12-18T12:57:00,
763,2024-12-18,expense,22,17,,,,177,Inventory restock — Spray Bottles,300,Cash,,Replacing broken/worn stock,2024-12-18T13:46:00,
764,2024-12-18,expense,6,4,,,,,Casual security — routine property watch,1500,M-Pesa,S84GQQTMJQ,Day hire guard,2024-12-18T17:17:00,
765,2024-12-19,expense,21,,,23,,,"Event supplies — Birthday Party (flowers, decor, consumables)",7318,M-Pesa,SJTAMP2IRA,,2024-12-19T11:50:00,
766,2024-12-19,expense,11,14,5,,,,Chicken feed — layers mash (250kg),17238,M-Pesa,STUSVTUYVY,Biweekly feed purchase,2024-12-19T12:04:00,
767,2024-12-19,expense,20,23,,,,,Dog grooming and vet checkup — Simba & Zuri,3000,M-Pesa,SKFYG2Y3W7,Quarterly checkup,2024-12-19T16:21:00,
768,2024-12-20,expense,7,8,,23,,,Casual cleaning — pre-event deep clean,1500,Cash,,,2024-12-20T08:57:00,
769,2024-12-20,expense,6,6,,23,,,Casual security — event eve setup watch,1500,M-Pesa,ST8PRU4U4O,,2024-12-20T09:05:00,
770,2024-12-20,income,4,40,5,,87,,Egg sales — 1 trays,375,Cash,,,2024-12-20T12:48:00,191
771,2024-12-20,expense,6,6,,,,,Casual security — routine property watch,1500,M-Pesa,S0O62OOCH5,Day hire guard,2024-12-20T13:17:00,
772,2024-12-20,expense,10,12,,23,,,Casual labour — event setup,1500,M-Pesa,SXW6Z4AVXL,"Setting up chairs, tables, decor",2024-12-20T14:46:00,
